"location";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country";"osm_key";"osm_value";"lon";"lat";"msg"
", Gibraltar, United Kingdom";"29922438";"N";"Gibraltar";NA;NA;"HP17 8TY";NA;"England";"United Kingdom";"place";"hamlet";-0,9022301;51,791921;NA
"DH1 3LB, Durham, United Kingdom";"21181736";"N";"Durham";NA;NA;"DH1 3NE";NA;"England";"United Kingdom";"place";"city";-1,5758539;54,7764152;NA
"2424, Zurndorf, Austria";"288066311";"W";"ENERCON Austria - Windkraft Werksgelände";NA;NA;"2424";"Zurndorf";"Burgenland";"Austria";"landuse";"industrial";16,9910373608443;47,9368913;NA
"7521, Bildein, Austria";"334528487";"N";"Wehr Bildein";NA;NA;"7521";"Bildein";"Burgenland";"Austria";"waterway";"weir";16,4601101;47,1311199;NA
"7464, Markt-Neuhodis, Austria";"190912";"R";"Markt Neuhodis";NA;NA;"7464";NA;"Burgenland";"Austria";"place";"village";16,3943565;47,2958381;NA
"7041, Wulkaprodersdorf, Austria";"109113";"R";"Wulkaprodersdorf/Vulkaprodrštof";NA;NA;"7041";NA;"Burgenland";"Austria";"place";"village";16,4985038;47,7949101;NA
"2490, Ebenfurth, Austria";"110386";"R";"Ebenfurth";NA;NA;"2490";NA;"Lower Austria";"Austria";"place";"village";16,372311;47,8774622;NA
"2680, Semmering, Austria";"963592527";"N";"Semmering railway";NA;"Schulweg";"2680";"Gemeinde Semmering";"Lower Austria";"Austria";"tourism";"attraction";15,8279723;47,6487778;NA
"7100, Neusiedl am See, Austria";"2916091765";"N";"ENERCON Service Austria GesmbH";"2";"Ludwig-Boltzmann-Straße";"7100";"Gemeinde Neusiedl am See";"Burgenland";"Austria";"place";"house";16,8419413;47,9705849;NA
"1023, Wien, Austria";"1442012615";"N";"Statistik Austria";"13";"Guglgasse";"1110";NA;"Vienna";"Austria";"office";"quango";16,4221587;48,1857192;NA
"A - 7540, Güssing, Austria";"14069288";"W";"Austria";NA;NA;"7500000";"Providencia";"Santiago Metropolitan Region";"Chile";"highway";"residential";-70,6064967;-33,4351095;NA
"7011, Zagersdorf, Austria";"482701274";"W";"Güterweg Zagersdorf-Waldäcker";NA;NA;"7012";"Zagersdorf/Cogrštof";"Burgenland";"Austria";"highway";"track";16,5338058;47,7446924;NA
"16259, Neulewin, Germany";"70881199";"W";"Neulewin";NA;NA;"16259";"Neulewin";"Brandenburg";"Germany";"highway";"residential";14,2794311;52,727674;NA
"03149, Forst (Lausitz), Germany";"1649632068";"N";"Forst (Lausitz)";NA;NA;"03149";NA;"Brandenburg";"Germany";"place";"town";14,6455395;51,7438586;NA
"14822, Borkheide, Germany";"539724";"R";"Borkheide";NA;NA;"14822";NA;"Brandenburg";"Germany";"place";"village";12,8640376;52,2272845;NA
"03046, Cottbus, Germany";"1628927045";"N";"Cottbus - Chóśebuz";NA;NA;"03046";"Cottbus - Chóśebuz";"Brandenburg";"Germany";"place";"city";14,3357307;51,7567447;NA
"65-424, Zielona Góra, Poland";"375585824";"W";"General Logistics Systems Poland Sp. z o.o. Filia nr 65";NA;NA;"66-001";"Zielona Góra";"Lubusz Voivodeship";"Poland";"landuse";"commercial";15,5611551501009;51,99387975;NA
"16259, Bad Freienwalde, Germany";"1332952";"R";"Bad Freienwalde (Oder)";NA;NA;"16259";NA;"Brandenburg";"Germany";"place";"town";14,0301306;52,7876271;NA
"10719, Berlin, Germany";"2866327770";"N";"Planet Labs Germany GmbH";"22";"Kurfürstendamm";"10719";"Berlin";NA;"Germany";"office";"company";13,3296383;52,5048051;NA
"1630, Saint Genis Pouilly, France";"139618";"R";"Saint-Genis-Pouilly";NA;NA;"01630";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,0253162;46,2440083;NA
"1337, VALLORBE, Switzerland";"1685174";"R";"Vallorbe";NA;NA;"1337";NA;"Vaud";"Switzerland";"place";"village";6,3790105;46,7120498;NA
"25 031, Besancon Cedex, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"2735, Bevilard, Switzerland";"1682402";"R";"Bévilard";NA;NA;"2735";"Valbirse";"Bern";"Switzerland";"boundary";"administrative";7,28630545131615;47,233248;NA
"25031, Besancon Cedex, France";"1622886108";"N";NA;NA;NA;"25030";"Besançon";"Bourgogne-Franche-Comté";"France";"place";"postcode";6,025272;47,2336844;NA
"25003, Besancon Cedex, France";"103599";"R";"Besançon";NA;NA;"25000";NA;"Bourgogne-Franche-Comté";"France";"place";"city";6,0243246;47,237953;NA
"2912, Réclere, Switzerland";"240046413";"N";"Réclère";NA;NA;"2912";NA;"Jura";"Switzerland";"place";"village";6,9219953;47,3756339;NA
"25 190, Saint-Hippolyte, France";"2944329";"R";"Montaignac-Saint-Hippolyte";NA;NA;"19300";NA;"New Aquitaine";"France";"boundary";"administrative";2,01538974219728;45,3458166;NA
"1338, Ballaigues, Switzerland";"1684840";"R";"Ballaigues";NA;NA;"1338";NA;"Vaud";"Switzerland";"place";"village";6,4132441;46,7305278;NA
"25370, Jougne, France";"106019";"R";"Jougne";NA;NA;"25370";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,3883634;46,763023;NA
"25 003, Besancon Cedex, France";"4454493491";"N";"InPost FRBES003";NA;"Rue de Vesoul";"25000";"Besançon";"Bourgogne-Franche-Comté";"France";"amenity";"vending_machine";6,0153602;47,2535937;NA
"2000, Neuchatel, Switzerland";"6195632543";"N";"Bibliothèque publique et universitaire de Neuchâtel";"3";"Place Numa-Droz";"2000";"Neuchâtel";"Neuchâtel";"Switzerland";"amenity";"library";6,9313015;46,9900763;NA
"25240, Chaux-Neuve, France";"104106";"R";"Chaux-Neuve";NA;NA;"25240";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,1329566;46,6805176;NA
"25000, Besancon, France";"103599";"R";"Besançon";NA;NA;"25000";NA;"Bourgogne-Franche-Comté";"France";"place";"city";6,0243246;47,237953;NA
"1204, GENEVE, Switzerland";"15256700";"W";"Conservatoire de Musique de Genève";"5";"Place de Neuve";"1204";"Geneva";"Geneva";"Switzerland";"amenity";"music_school";6,14253649734719;46,20087385;NA
"25044, Besancon Cedex, France";"652135788";"W";"Rue de Besançon";NA;NA;"25440";"Buffard";"Bourgogne-Franche-Comté";"France";"highway";"residential";5,8244709;47,0400464;NA
"2926, BONCOURT, Switzerland";"1685574";"R";"Boncourt";NA;NA;"2926";NA;"Jura";"Switzerland";"place";"village";7,0127433;47,4979359;NA
"90100, DELLE, France";"65688";"R";"Delle";NA;NA;"90100";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,9977521;47,5075682;NA
"25207, MONTBELIARD Cedex, France";"115177";"R";"Montbéliard";NA;NA;"25200";NA;"Bourgogne-Franche-Comté";"France";"place";"town";6,7977564;47,5102368;NA
"39200, Saint-Claude, France";"140804";"R";"Saint-Claude";NA;NA;"39200";NA;"Bourgogne-Franche-Comté";"France";"place";"town";5,8641501;46,3877989;NA
"1253, Vandoeuvres, Switzerland";"345485309";"W";"Route de Vandoeuvres";NA;NA;"1223";"Cologny";"Geneva";"Switzerland";"highway";"secondary";6,1842327;46,2124242;NA
"1227, Les Accacias, Switzerland";"1685523";"R";"Plan-les-Ouates";NA;NA;"1228";NA;"Geneva";"Switzerland";"place";"town";6,117887;46,1683113;NA
"01 250, Jasseron, France";"140086";"R";"Jasseron";NA;NA;"01250";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";5,3255283;46,2122209;NA
"74 960, Meythet, France";"74552";"R";"Meythet";NA;NA;"74960";"Annecy";"Auvergne-Rhône-Alpes";"France";"boundary";"administrative";6,09592449196565;45,91917675;NA
"25560, Frasne, France";"94181";"R";"Frasne";NA;NA;"25560";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,1617717;46,8570466;NA
"25031, Besancon cedex, France";"1622886108";"N";NA;NA;NA;"25030";"Besançon";"Bourgogne-Franche-Comté";"France";"place";"postcode";6,025272;47,2336844;NA
"74011, Annecy Cedex, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"1400, Yverdon les Bains, Switzerland";"1167735";"R";"Château d'Yverdon";NA;"Château d'Yverdon";"1400";"Yverdon-les-Bains";"Vaud";"Switzerland";"historic";"castle";6,64131201694455;46,77822135;NA
"25 300, Houtaud, France";"75574";"R";"Houtaud";NA;NA;"25300";NA;"Bourgogne-Franche-Comté";"France";"place";"village";6,3096855;46,9162464;NA
"1450, Sainte Croix, Switzerland";"1872355309";"N";"Le Cochet";NA;NA;"1450";"Sainte-Croix";"Vaud";"Switzerland";"natural";"peak";6,5165074;46,833742;NA
"63 370, Lempdes, France";"118472";"R";"Lempdes";NA;NA;"63370";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";3,19478;45,7727;NA
"25 000, Besancon, France";"103599";"R";"Besançon";NA;NA;"25000";NA;"Bourgogne-Franche-Comté";"France";"place";"city";6,0243246;47,237953;NA
"39 200, Saint Claude, France";"5924903473";"N";NA;"200";"Route de Saint-Claude";"39130";"Étival";"Bourgogne-Franche-Comté";"France";"place";"house";5,79446;46,498993;NA
"25 041, Besancon Cedex, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"25200, Montbéliard, France";"115177";"R";"Montbéliard";NA;NA;"25200";NA;"Bourgogne-Franche-Comté";"France";"place";"town";6,7977564;47,5102368;NA
"1002, Lausanne, Switzerland";"1281934";"R";"Centre Métropole Lausanne";NA;"Passage des Jumelles";"1002";"Lausanne";"Vaud";"Switzerland";"shop";"mall";6,62739513602809;46,5224286;NA
"2300, La Chaux-de-Fond, Switzerland";"548442700";"W";"La Ronde";NA;NA;"2300";"La Chaux-de-Fonds";"Neuchâtel";"Switzerland";"waterway";"stream";6,8562573;47,1263375;NA
"39 004, Lons le Saunier, France";"152508";"R";"Lons-le-Saunier";NA;NA;"39000";NA;"Bourgogne-Franche-Comté";"France";"place";"town";5,5586167;46,6739021;NA
"2314, La Sagne, Switzerland";"1685498";"R";"La Sagne";NA;NA;"2314";NA;"Neuchâtel";"Switzerland";"place";"village";6,7984212;47,0385519;NA
"69751, Charbonniere-les-Bains, France";"252600";"R";"Charbonnières-les-Bains";NA;NA;"69260";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";4,7459;45,7787;NA
"1204, Geneve, Switzerland";"15256700";"W";"Conservatoire de Musique de Genève";"5";"Place de Neuve";"1204";"Geneva";"Geneva";"Switzerland";"amenity";"music_school";6,14253649734719;46,20087385;NA
"74200, Thonon-les-Bains, France";"105786";"R";"Thonon-les-Bains";NA;NA;"74200";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,4779448;46,3731303;NA
"2800, Délemont, Switzerland";"1685596";"R";"Delémont";NA;NA;"2800";NA;"Jura";"Switzerland";"place";"town";7,354039;47,3619609;NA
"25 200, Montbéliard, France";"5893473437";"N";NA;"200BIS";"Rue Camille Steib";"25400";"Audincourt";"Bourgogne-Franche-Comté";"France";"place";"house";6,8301929;47,4904186;NA
"25 031, Besancon, France";"103599";"R";"Besançon";NA;NA;"25000";NA;"Bourgogne-Franche-Comté";"France";"place";"city";6,0243246;47,237953;NA
"01 060, Bourg en Bresse, France";"140253";"R";"Bourg-en-Bresse";NA;NA;"01000";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";5,2250324;46,2051192;NA
"74 200, Thonon-les-Bains, France";"197286097";"W";NA;"200";"Route de Marignan";"74140";"Sciez";"Auvergne-Rhône-Alpes";"France";"building";"yes";6,37155672307692;46,3300445;NA
"74 250, Viuz en Sallaz, France";"75382";"R";"Viuz-en-Sallaz";NA;NA;"74250";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";6,4096733;46,148621;NA
"01 220, Divonne les Bains, France";"139006";"R";"Divonne-les-Bains";NA;NA;"01220";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";6,1426587;46,3553934;NA
"69 373, Lyon Cedex 08, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"2610, Saint Imier, Switzerland";"1682644";"R";"Saint-Imier";NA;NA;"2610";NA;"Bern";"Switzerland";"place";"village";6,9971967;47,151775;NA
"1011, Lausanne, Switzerland";"104486701";"W";"Bâtiment hospitalier";"46";"Rue du Bugnon";"1011";"Lausanne";"Vaud";"Switzerland";"building";"yes";6,64289458138107;46,52487315;NA
"25030, Besancon, France";"1622886108";"N";NA;NA;NA;"25030";"Besançon";"Bourgogne-Franche-Comté";"France";"place";"postcode";6,025272;47,2336844;NA
"2400, Le Locle, Switzerland";"1685506";"R";"Le Locle";NA;NA;"2400";NA;"Neuchâtel";"Switzerland";"place";"town";6,745454;47,0555907;NA
"1205, Geneve, Switzerland";"2260098";"R";"Plainpalais";NA;NA;"1205";"Geneva";"Geneva";"Switzerland";"place";"suburb";6,1409078;46,1974025;NA
"69401, Lyon Cedex 03, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"74100, ANNEMASSE, France";"104959";"R";"Annemasse";NA;NA;"74100";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,2341093;46,1934005;NA
"1530, Payerne, Switzerland";"141228308";"W";"La Goulaz";NA;NA;"1530";"Payerne";"Vaud";"Switzerland";"waterway";"ditch";6,9303331;46,8176615;NA
"13019, Varallo, Italy";"63632080";"N";"Varallo";NA;NA;"13019";NA;"Piemont";"Italy";"place";"village";8,2592113;45,8137306;NA
"3930, Visp, Switzerland";"1685398";"R";"Visp";NA;NA;"3930";NA;"Valais/Wallis";"Switzerland";"place";"town";7,8811918;46,2913113;NA
"6512, Giubiasco (Chiasso), Switzerland";"1376680737";"N";"Giubiasco";NA;NA;"6512";NA;"Ticino";"Switzerland";"place";"village";9,0134077;46,1739158;NA
"7536, SANTA MARIA MONASTERO, Switzerland";"276044963";"N";"Santa Maria";NA;NA;"7536";NA;"Grisons";"Switzerland";"place";"village";10,4239934;46,6016323;NA
"23032, BORMIO, Italy";"47222";"R";"Bormio";NA;NA;"23032";NA;"Lombardy";"Italy";"place";"village";10,3722155;46,4692445;NA
"6501, Bellinzona, Switzerland";"372612355";"W";"Canale Saleggi";NA;NA;"6501";"Bellinzona";"Ticino";"Switzerland";"waterway";"drain";9,0111136;46,1936268;NA
"7550, Scuol, Switzerland";"4447223";"R";"Scuol";NA;NA;"7550";NA;"Grisons";"Switzerland";"place";"village";10,2976297;46,7962805;NA
"39026, Prad am Stilfserjoch, Italy";"47280";"R";"Prad am Stilfserjoch - Prato allo Stelvio";NA;NA;NA;NA;"Trentino-Alto Adige/Südtirol";"Italy";"boundary";"administrative";10,5819093440236;46,60376725;NA
"20145, Milano, Italy";"44915";"R";"Milan";NA;NA;NA;NA;"Lombardy";"Italy";"place";"city";9,1904984;45,4667971;NA
"8027, Zürich, Switzerland";"171683098";"W";"Höcklerbach";NA;NA;"8027";"Zurich";"Zurich";"Switzerland";"waterway";"stream";8,5169652;47,3453221;NA
"23030, Livigno, Italy";"47273";"R";"Livigno";NA;NA;NA;NA;"Lombardy";"Italy";"place";"village";10,1363165;46,5378006;NA
"7500, St. Moritz Bad, Switzerland";"2192847631";"N";"St. Moritz Bad";NA;"Via San Gian";"7500";"Sankt Moritz";"Grisons";"Switzerland";"aerialway";"station";9,8325695;46,4835566;NA
"23037, Tirano, Italy";"47003";"R";"Tirano";NA;NA;"23037";NA;"Lombardy";"Italy";"place";"village";10,1728666;46,2156906;NA
"21100, Varese, Italy";"46116";"R";"Varese";NA;NA;"21100";NA;"Lombardy";"Italy";"place";"city";8,8263438;45,8175359;NA
"13100, Vercelli, Italy";"63621650";"N";"Vercelli";NA;NA;"13100";NA;"Piemont";"Italy";"place";"town";8,4227666;45,3251557;NA
"6718, Olivone, Switzerland";"1682930416";"N";"Olivone";NA;NA;"6718";NA;"Ticino";"Switzerland";"place";"village";8,9384493;46,5303957;NA
"39028, Silandro, Italy";"64777154";"N";"Schlanders - Silandro";NA;NA;"39028";NA;"Trentino-Alto Adige/Südtirol";"Italy";"place";"village";10,7734765;46,6280688;NA
"6946, Ponte Capriasca Canton Ticino, Switzerland";"1684739";"R";"Ponte Capriasca";NA;NA;"6946";NA;"Ticino";"Switzerland";"place";"village";8,9495125;46,0599477;NA
"6655, Intragna, Switzerland";"1546861626";"N";"Intragna";NA;NA;"6655";NA;"Ticino";"Switzerland";"place";"village";8,700411;46,1775064;NA
"6835, Morbio Superiore, Switzerland";"279782422";"N";"Morbio Superiore";NA;NA;"6835";NA;"Ticino";"Switzerland";"place";"village";9,0205616;45,8614577;NA
"22028, San Fedele Intelvi, Italy";"62510431";"N";"San Fedele Intelvi";NA;NA;"22028";NA;"Lombardy";"Italy";"place";"village";9,0778776;45,9671735;NA
"CH-6904, Lugano, Switzerland";"369052237";"N";"Porto Lugano";NA;NA;"6906";"Lago di Lugano";"Ticino";"Switzerland";"waterway";"dock";8,9622311;46,0036781;NA
"22063, Cantu, Italy";"45858";"R";"Cantù";NA;NA;"22063";NA;"Lombardy";"Italy";"place";"town";9,129103;45,7395347;NA
"6900, Lugano, Switzerland";"1342576";"R";"Lago di Lugano";NA;"Riva Paradiso";"6900";"Paradiso";"Ticino";"Switzerland";"natural";"water";8,95976952999367;45,9696586;NA
"6901, Lugano, Switzerland";"156471728";"W";"Cathedral of Saint Lawrence";NA;"Salita Carlo Bossoli";"6901";"Lugano";"Ticino";"Switzerland";"tourism";"attraction";8,94859298618787;46,00464845;NA
"6710, Biasca, Switzerland";"1684627";"R";"Biasca";NA;NA;"6710";NA;"Ticino";"Switzerland";"place";"village";8,9714023;46,3606274;NA
"28924, Verbania Fondotoce, Italy";"63621643";"N";"Verbania";NA;NA;"28922";NA;"Piemont";"Italy";"place";"town";8,5516789;45,9221715;NA
"7023, Haldenstein, Switzerland";"1684088";"R";"Haldenstein";NA;NA;"7023";NA;"Grisons";"Switzerland";"place";"village";9,5267447;46,8780148;NA
"13900, BIELLA, Italy";"45293";"R";"Biella";NA;NA;"13900";NA;"Piemont";"Italy";"place";"city";8,0542758;45,5664109;NA
"23032, Bormio, Italy";"47222";"R";"Bormio";NA;NA;"23032";NA;"Lombardy";"Italy";"place";"village";10,3722155;46,4692445;NA
"7017, Flims Dorf, Switzerland";"33589791";"N";"Flims Dorf";NA;NA;"7017";"Flims";"Grisons";"Switzerland";"place";"suburb";9,2876705;46,8367698;NA
"21052, Busto Arsizio, Italy";"5630288817";"N";"Fabric Lab Italy";"7";"Via Todi";"21052";"Busto Arsizio";"Lombardy";"Italy";"office";"company";8,8745177;45,6127672;NA
"6854, Arzo, Switzerland";"575192133";"N";"Arzo";NA;NA;"6864";NA;"Ticino";"Switzerland";"place";"village";8,9398672;45,8752626;NA
"21059, VIGGIU, Italy";"46319";"R";"Viggiù";NA;NA;"21059";NA;"Lombardy";"Italy";"place";"village";8,910433;45,871678;NA
"6814, Lamone, Switzerland";"1684692";"R";"Lamone";NA;NA;"6814";NA;"Ticino";"Switzerland";"place";"village";8,9325447;46,044713;NA
"23022, Chiavenna, Italy";"47116";"R";"Chiavenna";NA;NA;"23022";NA;"Lombardy";"Italy";"place";"town";9,3981218;46,3199792;NA
"7605, Stampa, Switzerland";"822970067";"N";"Stampa";NA;NA;"7605";NA;"Grisons";"Switzerland";"place";"village";9,5905854;46,3432711;NA
"6614, Isole di Brissago, Switzerland";"1684637";"R";"Brissago";NA;NA;"6614";NA;"Ticino";"Switzerland";"place";"village";8,7121456;46,1200663;NA
"10095, Grugliasco, Italy";"44143";"R";"Grugliasco";NA;NA;NA;NA;"Piemont";"Italy";"place";"town";7,57762;45,068046;NA
"6866, Meride, Switzerland";"893170534";"N";"Meride";NA;NA;"6866";NA;"Ticino";"Switzerland";"place";"village";8,953433;45,8905035;NA
"21051, Arcisate, Italy";"46300";"R";"Arcisate";NA;NA;"21051";NA;"Lombardy";"Italy";"place";"village";8,8596177;45,860392;NA
"21031, Cadegliano Viconago, Italy";"46569";"R";"Cadegliano-Viconago";NA;NA;NA;NA;"Lombardy";"Italy";"boundary";"administrative";8,83090341627299;45,96460035;NA
"6987, Caslano, Switzerland";"1684651";"R";"Caslano";NA;NA;"6987";NA;"Ticino";"Switzerland";"place";"village";8,8836544;45,9708722;NA
"7500, St. Moritz, Switzerland";"2628526118";"N";"St. Moritz";NA;"Via Serlas";"7500";"Sankt Moritz";"Grisons";"Switzerland";"railway";"station";9,8459437;46,498021;NA
"7500, Saint-Moritz, Switzerland";"1684175";"R";"Sankt Moritz";NA;NA;"7500";NA;"Grisons";"Switzerland";"place";"village";9,8386578;46,4960592;NA
"6537, Grono, Switzerland";"1684085";"R";"Grono";NA;NA;"6537";NA;"Grisons";"Switzerland";"place";"village";9,1458622;46,2473782;NA
"11024, CHATILLON, Italy";"2202526";"R";"Châtillon";NA;NA;"11024";NA;"Aosta Valley";"Italy";"place";"village";7,6125287;45,7487855;NA
"7550, SCUOL, Switzerland";"4447223";"R";"Scuol";NA;NA;"7550";NA;"Grisons";"Switzerland";"place";"village";10,2976297;46,7962805;NA
"39024, Malles, Italy";"47302";"R";"Mals - Malles Venosta";NA;NA;"39024";NA;"Trentino-Alto Adige/Südtirol";"Italy";"place";"village";10,5465492;46,6879187;NA
"6855, Stabio, Switzerland";"77768754";"W";"Gaggiolo";NA;NA;"6855";"Stabio";"Ticino";"Switzerland";"waterway";"river";8,9228016;45,8394328;NA
"22070, Valmorea, Italy";"46226";"R";"Valmorea";NA;NA;NA;NA;"Lombardy";"Italy";"place";"village";8,930635;45,815177;NA
"22017, Menaggio, Italy";"46705";"R";"Menaggio";NA;NA;"22017";NA;"Lombardy";"Italy";"place";"village";9,2414329;46,022565;NA
"6950, Tesserete, Switzerland";"441785427";"N";"Tesserete";NA;NA;"6950";NA;"Ticino";"Switzerland";"place";"village";8,9664531;46,067382;NA
"6502, BELLINZONA, Switzerland";"1684625";"R";"Bellinzona";NA;NA;NA;NA;"Ticino";"Switzerland";"place";"town";9,0204562;46,1918617;NA
"20149, Milano, Italy";"44915";"R";"Milan";NA;NA;NA;NA;"Lombardy";"Italy";"place";"city";9,1904984;45,4667971;NA
"23100, Albosaggia, Italy";"46894";"R";"Albosaggia";NA;NA;NA;NA;"Lombardy";"Italy";"place";"village";9,8531698;46,1472316;NA
"23010, Albosaggia, Italy";"46894";"R";"Albosaggia";NA;NA;NA;NA;"Lombardy";"Italy";"place";"village";9,8531698;46,1472316;NA
"7504, Pontresina, Switzerland";"1684131";"R";"Pontresina";NA;NA;"7504";NA;"Grisons";"Switzerland";"place";"village";9,9042965;46,489993;NA
"21050, Clivio, Italy";"46311";"R";"Clivio";NA;NA;NA;NA;"Lombardy";"Italy";"place";"village";8,9293287;45,8642056;NA
"3900, Brig, Switzerland";"57722283";"N";"Brig";NA;NA;"3900";NA;"Valais/Wallis";"Switzerland";"place";"town";7,9879473;46,3163457;NA
"28831, Baveno, Italy";"46497";"R";"Baveno";NA;NA;NA;NA;"Piemont";"Italy";"place";"hamlet";8,5050171;45,9089158;NA
"6952, Canobbio, Switzerland";"1684647";"R";"Canobbio";NA;NA;"6952";NA;"Ticino";"Switzerland";"place";"village";8,9670996;46,0349781;NA
"66000, Locarno, Switzerland";"1684697";"R";"Locarno";NA;NA;NA;NA;"Ticino";"Switzerland";"place";"town";8,7954217;46,1695112;NA
"39040, Ora, Italy";"47139";"R";"Auer - Ora";NA;NA;NA;NA;"Trentino-Alto Adige/Südtirol";"Italy";"place";"village";11,2986335;46,3465946;NA
"39024, Glorenza, Italy";"47290";"R";"Glurns - Glorenza";NA;NA;NA;NA;"Trentino-Alto Adige/Südtirol";"Italy";"place";"village";10,5539127;46,6714924;NA
