"Programme";"Acronym";"Project.Partner";"Lead.Partner";"Street";"Postal.code";"Town";"Country";"Website";"Department";"Legal.Status";"Country.code";"NUTS1..or.equivalent.";"NUTS2..or.equivalent.";"NUTS3..or.equivalent.";"location";"Postal.code2";"location2";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country.x";"osm_key";"osm_value";"lon.x";"lat.x";"msg";"lon.y";"lat.y";"type";"loctype";"north";"south";"east";"west";"locality";"country.y";"postal_code";"administrative_area_level_1";"SourceGeoCode";"TownLowerCase";"CountrySimplified";"CountryGeoCode";"CountryGeocodeSimplified"
"2000 - 2006 Sweden - Norway (SE-NO)";"Master of Public Administration I";"Høgskolan i Hedmark";"Yes";"";"2411";"Elverum";"Norway";"";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO02  / Hedmark og Oppland";"NO021  / Hedmark";"2411, Elverum, Norway";"2411";"Elverum, Norway";"6047641";"W";"Norway Avenue Northwest";NA;NA;"24017";"Roanoke";"Virginia";"United States of America";"highway";"residential";-79,996751;37,278758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"elverum";"Norway";"United States of America";"United States of America"
"2000 - 2006 Czech Republic - Austria (CZ-AT)";"CZ.04.4.83/4.1.00.1/0115";"Czech Republicmoravská konfederace odborových svazů";"Yes";"";"11,359";"Praha 3";"Czech Republic";"http://www.risy.cz/cs/vyhledavace/projekty-eu";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ01  / Praha";"CZ010  / Hlavní město Praha";"11,359, Praha 3, Czech Republic";"11,359";"Praha 3, Czech Republic";"5513113894";"N";"Honorary Consulate of the Czech Republic";"106";"Rua Construtor Sebastião Soares de Souza";"29101-350";"Vila Velha";"Espírito Santo";"Brazil";"amenity";"embassy";-40,2894258;-20,3429509;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"praha 3";"Czech Republic";"Brazil";"Brazil"
"2000 - 2006 Czech Republic - Austria (CZ-AT)";"CZ.04.4.83/3.2.03.1/0510";"Union of municipalities Budějovicko - sever";"Yes";"";"37,010";"Borek";"Czech Republic";"http://www.risy.cz/cs/vyhledavace/projekty-eu";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ05  / Severovýchod";"CZ053  / Pardubický kraj";"37,010, Borek, Czech Republic";"37,010";"Borek, Czech Republic";"572041280";"W";"Embassy of the Czech Republic";"37-Block VI";"Ilia Chavchavadze Avenue";"0179";"Tbilisi";NA;"Georgia";"amenity";"embassy";44,7591683891944;41,71141665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"borek";"Czech Republic";"Georgia";"Georgia"
"2000 - 2006 Czech Republic - Austria (CZ-AT)";"CZ.04.4.83/3.2.03.1/0182";"Obec Borek";"Yes";"";"37,010";"Borek";"Czech Republic";"http://www.risy.cz/cs/vyhledavace/projekty-eu";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ05  / Severovýchod";"CZ053  / Pardubický kraj";"37,010, Borek, Czech Republic";"37,010";"Borek, Czech Republic";"572041280";"W";"Embassy of the Czech Republic";"37-Block VI";"Ilia Chavchavadze Avenue";"0179";"Tbilisi";NA;"Georgia";"amenity";"embassy";44,7591683891944;41,71141665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"borek";"Czech Republic";"Georgia";"Georgia"
"2000 - 2006 Czech Republic - Austria (CZ-AT)";"CZ.04.4.83/3.2.01.1/0566";"Obec Slup";"Yes";"";"67,128";"Slup";"Czech Republic";"http://www.risy.cz/cs/vyhledavace/projekty-eu";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ06  / Jihovýchod";"CZ064  / Jihomoravský kraj";"67,128, Slup, Czech Republic";"67,128";"Slup, Czech Republic";"5479732910";"N";"Embassy of the Czech Republic";"6784";"Ayala Avenue";"1226";"San Lorenzo";NA;"Philippines";"amenity";"embassy";121,0182585;14,558138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"slup";"Czech Republic";"Philippines";"Philippines"
"2000 - 2006 Czech Republic - Austria (CZ-AT)";"CZ.04.4.83/3.2.01.1/0562";"Obec Hnanice";"Yes";"";"67,122";"Hnanice";"Czech Republic";"http://www.risy.cz/cs/vyhledavace/projekty-eu";"";"";"AT Austria / ÖSTERREICH";"AT1  / OSTÖSTERREICH";"AT12  / Niederösterreich";"AT125  / Weinviertel";"67,122, Hnanice, Czech Republic";"67,122";"Hnanice, Czech Republic";"5479732910";"N";"Embassy of the Czech Republic";"6784";"Ayala Avenue";"1226";"San Lorenzo";NA;"Philippines";"amenity";"embassy";121,0182585;14,558138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"hnanice";"Czech Republic";"Philippines";"Philippines"
"2000 - 2006 Czech Republic - Austria (CZ-AT)";"CZ.04.4.83/3.2.01.1/0276";"Slup";"Yes";"";"67,128";"Slup";"Czech Republic";"http://www.risy.cz/cs/vyhledavace/projekty-eu";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ06  / Jihovýchod";"CZ064  / Jihomoravský kraj";"67,128, Slup, Czech Republic";"67,128";"Slup, Czech Republic";"5479732910";"N";"Embassy of the Czech Republic";"6784";"Ayala Avenue";"1226";"San Lorenzo";NA;"Philippines";"amenity";"embassy";121,0182585;14,558138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"slup";"Czech Republic";"Philippines";"Philippines"
"2014 - 2020 INTERREG V-A Austria - Germany / Bavaria (Bayern - Österreich)";"GS-Förderung Evs 2015-2017";"Regio Kleinwalsertal";"No";"Walserstr.";"6991";"Rietzlern";"Austria";"http://www.interreg-bayaut.net/";"";"public";"AT Austria / ÖSTERREICH";"AT3  / WESTÖSTERREICH";"AT34  / Vorarlberg";"AT341  / Bludenz-Bregenzer Wald";"6991, Rietzlern, Austria";"6991";"Rietzlern, Austria";"158464741";"W";"Rua Áustria";NA;NA;"69311-137";"Boa Vista";"Roraima";"Brazil";"highway";"residential";-60,7158247;2,8536443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"rietzlern";"Austria";"Brazil";"Brazil"
"2014 - 2020 INTERREG V-A Austria - Germany / Bavaria (Bayern - Österreich)";"GS-Förderung Evs 2015-2017";"Regionalentwicklung Außerfern - REA";"No";"Kohlplatz";"6600";"Pflach";"Austria";"http://www.interreg-bayaut.net/";"";"public";"AT Austria / ÖSTERREICH";"AT3  / WESTÖSTERREICH";"AT33  / Tirol";"AT331  / Außerfern";"6600, Pflach, Austria";"6600";"Pflach, Austria";"60062999";"W";"Viale Margherita d'Austria";NA;NA;"66026";"Ortona";"Abruzzo";"Italy";"highway";"secondary";14,404994;42,3447004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"pflach";"Austria";"Italy";"Italy"
"2014 - 2020 INTERREG V-A Austria - Germany / Bavaria (Bayern - Österreich)";"Geschäftsstellenförderung";"Regionalentwicklung Außerfern - REA";"No";"Kohlplatz";"6600";"Pflach";"Austria";"http://www.interreg-bayaut.net/";"";"private";"AT Austria / ÖSTERREICH";"AT3  / WESTÖSTERREICH";"AT33  / Tirol";"AT331  / Außerfern";"6600, Pflach, Austria";"6600";"Pflach, Austria";"60062999";"W";"Viale Margherita d'Austria";NA;NA;"66026";"Ortona";"Abruzzo";"Italy";"highway";"secondary";14,404994;42,3447004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"pflach";"Austria";"Italy";"Italy"
"2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic";"33";"Město Aš";"No";"Kamenná";"CZ - 352 01";"Aš";"Czech Republic";"http://www.by-cz.eu";"";"public";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ04  / Severozápad";"CZ041  / Karlovarský kraj";"CZ - 352 01, Aš, Czech Republic";"CZ-35201";"Aš, Czech Republic";"5513113894";"N";"Honorary Consulate of the Czech Republic";"106";"Rua Construtor Sebastião Soares de Souza";"29101-350";"Vila Velha";"Espírito Santo";"Brazil";"amenity";"embassy";-40,2894258;-20,3429509;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"aš";"Czech Republic";"Brazil";"Brazil"
"2014 - 2020 INTERREG V-A Belgium - The Netherlands (Vlaanderen - Nederland)";"PV OpMaat";"Eternit B.V.";"No";"Haven 12";"7471LV";"Goor";"Netherlands";"http://www.grensregio.eu/";"";"private";"NL Netherlands / NEDERLAND";"NL2  / OOST-NEDERLAND";"NL21  / Overijssel";"NL213  / Twente";"7471LV, Goor, Netherlands";"7471LV";"Goor, Netherlands";"5981170";"W";"Netherlands Court";NA;NA;"20905";"Colesville";"Maryland";"United States of America";"highway";"residential";-76,985977;39,098918;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"goor";"Netherlands";"United States of America";"United States of America"
"2014 - 2020 INTERREG V-A Greece - Cyprus";"Step2Smart";"Municipality of Ko";"No";"40 Skeou Zervou Str.";"";"Ko";"Greece";"http://www.greece-cyprus.eu/";"";"public";"EL Greece / ΕΛΛΑΔΑ (ELLADA)";"EL4  / NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI),";"EL42  / Νότιο Αιγαίο (Notio Aigaio)";"EL421  / Κάλυμνος, Κάρπαθος, Κως, Ρόδος (Kalymnos, Karpathos, Kos, Rodos),";", Ko, Greece";"";"Ko, Greece";"616449908";"W";"Greece Commons Apartments";NA;NA;"14615";"KodaVista";"New York";"United States of America";"landuse";"residential";-77,6543863180392;43,2076534;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"ko";"Greece";"United States of America";"United States of America"
"2014 - 2020 INTERREG V-A Romania - Bulgaria";"CaPabiLiTy";"BUSINESS INNOVATION CENTRE INNOBRIDGE";"No";"Tsar Ferdinand";"7000";"Ruse District";"Bulgaria";"https://capability-acces.eu/";"";"private";"BG Bulgaria / БЪЛГАРИЯ (BULGARIA)";"BG3  / СЕВЕРНА И ЮГОИЗТОЧНА БЪЛГАРИЯ (SEVERNA I YUGOIZTOCHNA BULGARIA)";"BG32  / Северен централен (Severen tsentralen)";"BG323  / Русе (Ruse)";"7000, Ruse District, Bulgaria";"7000";"Ruse District, Bulgaria";"243169048";"W";"Embassy of Bulgaria";NA;"Via EN1";"70040906";"Plano Piloto";"Federal District";"Brazil";"amenity";"embassy";-47,8651126023193;-15,7867655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"ruse district";"Bulgaria";"Brazil";"Brazil"
"2014 - 2020 INTERREG V-A Poland - Germany / Saxony";"Preservation and promotion of geological values of the Muskau Bend and the post-glacial valley of the Green Forest, and strengthening the cooperation between the cities of Żary and Weißwasser";"GROBE KREISSTADT WEIBWASSER/O. L.";"No";"Marktplatz";"2943";"Weißwasser";"Germany";"https://de.plsn.eu/";"";"public";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2D  / Görlitz";"2943, Weißwasser, Germany";"2943";"Weißwasser, Germany";"12147983";"W";"Germantown Road";NA;NA;"29458";"Germantown";"South Carolina";"United States of America";"highway";"residential";-79,446226;33,197121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"weißwasser";"Germany";"United States of America";"United States of America"
"2014 - 2020 INTERREG V-A Poland - Germany / Saxony";"Adventure with Nysa";"GMINA KRAUSCHWITZ";"No";"Geschwister - Scholl - Strasse";"2957";"Krauschwitz";"Germany";"https://de.plsn.eu/";"";"public";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2D  / Görlitz";"2957, Krauschwitz, Germany";"2957";"Krauschwitz, Germany";"12340053";"W";"Germantown Place";NA;NA;"29547";"Little Rock";"South Carolina";"United States of America";"highway";"residential";-79,3838858;34,4674965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"krauschwitz";"Germany";"United States of America";"United States of America"
"2014 - 2020 INTERREG V-A Poland - Germany / Saxony";"Cross-border education in a green class for a better future";"TRÄGERVEREIN DER FREIEN SCHULE BOXBERG/O.L.";"No";"Diesterwegstrasse";"2943";"Boxberg/O.L.";"Germany";"https://de.plsn.eu/";"";"public";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2D  / Görlitz";"2943, Boxberg/O.L., Germany";"2943";"Boxberg/O.L., Germany";"367355308";"W";NA;"2943";"Capitán Justo Germán de Bermúdez";"B1636EMA";"Vicente López";"Buenos Aires";"Argentina";"place";"house_number";-58,5093861428571;-34,5089802857143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"boxberg/o.l.";"Germany";"Argentina";"Argentina"
"2014 - 2020 INTERREG VB Alpine Space";"C-TEMAlp";"Chamber of Commerce and Industry for Munich and Upper Bavaria";"No";"Balanstr.";"D-81541";"Munich";"Germany";"http://www.alpine-space.eu/";"International Economic Affairs, Unit Europe, EU politics, Enterprise Europe Network";"public";"DE Germany / DEUTSCHLAND";"DE2  / BAYERN";"DE21  / Oberbayern";"DE212  / München, Kreisfreie Stadt";"D-81541, Munich, Germany";"D-81541";"Munich, Germany";"9204063";"R";"New Germany";NA;NA;"B0R 1E0";NA;"Nova Scotia";"Canada";"place";"village";-64,7251878;44,5456054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"munich";"Germany";"Canada";"Canada"
"2014 - 2020 INTERREG VB Northern Periphery and Arctic";"FREED";"Narvik Science Park";"No";"Teknologiveien";"8515";"Narvik";"Norway";" https://about.freedproject.eu/about/";"";"public";"NO Norway / NORGE";"NO0  / NORGE";"NO07  / Nord-Norge";"NO071  / Nordland";"8515, Narvik, Norway";"8515";"Narvik, Norway";"323681228";"W";"Norway Spruce Road";NA;NA;"85652";"Marana";"Arizona";"United States of America";"highway";"residential";-111,0997105;32,3670639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"narvik";"Norway";"United States of America";"United States of America"
"2014 - 2020 INTERREG VB Northern Periphery and Arctic";"URCHIN";"Thorisholmi (Iceland)";"No";"Aðalgata";"340";"Stykkishólmur";"Iceland";"http://www.urchinproject.com";"";"private";"IS Iceland / ÍSLAND";"IS0  / ÍSLAND";"IS00  / Ísland";"IS002  / Landsbyggð";"340, Stykkishólmur, Iceland";"340";"Stykkishólmur, Iceland";"148520762";"W";"Iceland Gull Street";NA;NA;"34786";"Orlando";"Florida";"United States of America";"highway";"residential";-81,6086049;28,4505024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"stykkishólmur";"Iceland";"United States of America";"United States of America"
"2014 - 2020 INTERREG VB Northern Periphery and Arctic";"N-EEC";"UiT The Arctic University of Norway";"No";"Lodve Langes gt";"8515";"Narvik";"Norway";"http://www.interreg-npa.eu/";"Department of building, energy and material technology";"public";"NO Norway / NORGE";"NO0  / NORGE";"NO07  / Nord-Norge";"NO071  / Nordland";"8515, Narvik, Norway";"8515";"Narvik, Norway";"323681228";"W";"Norway Spruce Road";NA;NA;"85652";"Marana";"Arizona";"United States of America";"highway";"residential";-111,0997105;32,3670639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"narvik";"Norway";"United States of America";"United States of America"
"2014 - 2020 INTERREG VB Balkan-Mediterranean";"CIDE-NET";"Business Confederation of ""Macedonia""";"No";"Vasil Gjorgov 11 , Skopje";"";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.cidenet.eu/";"";"public";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";", Skopje, Former Yugoslav Republic Of Macedonia";"";"Skopje, Former Yugoslav Republic Of Macedonia";"4214686502";"N";"Embassy of The former Yugoslav Republic of Macedonia";"25";"Cobbadah Street";"2607";NA;"Australian Capital Territory";"Australia";"amenity";"embassy";149,1057288;-35,3606253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"Australia";"Australia"
"2007 - 2013 Central Europe";"FLAVIA";"GVZ Development Corporation Southwest Saxony Ltd.";"No";"";"8371";"Glauchau";"Germany";"http://www.central2013.eu/";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED4  / Chemnitz";"DED45  / Zwickau";"8371, Glauchau, Germany";"8371";"Glauchau, Germany";"436723560";"W";"Arroyo San Germán";NA;NA;"8371";NA;"Neuquén";"Argentina";"waterway";"river";-71,346682;-39,7001885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"glauchau";"Germany";"Argentina";"Argentina"
"2007 - 2013 Central Europe";"FOKS";"Institute of Public Health Ostrava";"No";"";"70200";"Ostrava";"Poland";"http://www.central2013.eu/";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ08  / Moravskoslezsko";"CZ080  / Moravskoslezský kraj";"70200, Ostrava, Poland";"70200";"Ostrava, Poland";"59556862";"W";"Nordica Ostrava";"3321/46";"Českobratrská";"70200";"Ostrava";"Moravia-Silesia";"Czech Republic";"amenity";"public_building";18,2805993621357;49,8379227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"ostrava";"Poland";"Czech Republic";"Czech Republic"
"2007 - 2013 Central Europe";"QUALIST";"Municipality Sankt Martin";"No";"";"3971";"Sankt Martin 1";"Austria";"http://www.central2013.eu/";"";"";"AT Austria / ÖSTERREICH";"AT1  / OSTÖSTERREICH";"AT12  / Niederösterreich";"AT124  / Waldviertel";"3971, Sankt Martin 1, Austria";"3971";"Sankt Martin 1, Austria";"247056296";"W";"Parroquia San Martín";"10";"Calle de Agustín de Colosía";"39011";"Santander";"Cantabria";"Spain";"amenity";"place_of_worship";-3,8582069;43,4434195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"sankt martin 1";"Austria";"Spain";"Spain"
"2007 - 2013 Central Europe";"ReSOURCE";"Micro-Region Sokolov-Eas";"No";"";"358 01";"Sokolov";"Czech Republic";"http://www.central2013.eu/";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ04  / Severozápad";"CZ041  / Karlovarský kraj";"358 01, Sokolov, Czech Republic";"35801";"Sokolov, Czech Republic";"5513113894";"N";"Honorary Consulate of the Czech Republic";"106";"Rua Construtor Sebastião Soares de Souza";"29101-350";"Vila Velha";"Espírito Santo";"Brazil";"amenity";"embassy";-40,2894258;-20,3429509;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"sokolov";"Czech Republic";"Brazil";"Brazil"
"2007 - 2013 Central Europe";"RUBIRES";"District administration Burgenlandkreis";"No";"";"6712";"Breitenbach";"Germany";"http://www.central2013.eu/";"";"";"DE Germany / DEUTSCHLAND";"DE2  / BAYERN";"DE26  / Unterfranken";"DE26A  / Main-Spessart";"6712, Breitenbach, Germany";"6712";"Breitenbach, Germany";"508954020";"W";"Breitenbach";NA;NA;"67220";"Saint-Martin";"Grand Est";"France";"waterway";"stream";7,2897584;48,3538458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"breitenbach";"Germany";"France";"France"
"2007 - 2013 Central Europe";"SALVERE";"Poznan University of Life Sciences";"No";"";"60-637";"Poznań";"Poland";"http://www.central2013.eu/";"";"";"PL Poland / POLSKA";"PL4  / REGION PÓŁNOCNO-ZACHODNI";"PL41  / Wielkopolskie";"PL415  / Miasto Poznań";"60-637, Poznań, Poland";"60-637";"Poznań, Poland";"609715793";"W";"Strada Provinciale 60 Montonese";NA;NA;"63845";"Ponzano di Fermo";"Marche";"Italy";"highway";"tertiary";13,630113;43,1304017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"poznań";"Poland";"Italy";"Italy"
"2007 - 2013 Central Europe";"Re-Turn";"Association for Social and Labour Market Integration";"No";"Gotthardstrasse 4a";"6217";"Merseburg";"Germany";"http://www.central2013.eu/";"";"";"DE Germany / DEUTSCHLAND";"DEE  / SACHSEN-ANHALT";"DEE0  / Sachsen-Anhalt";"DEE0B  / Saalekreis";"6217, Merseburg, Germany";"6217";"Merseburg, Germany";"147579957";"W";"Achiet-le-Petit German War Cemetery";NA;NA;"62121";"Achiet-le-Petit";"Nord-Pas-de-Calais and Picardy";"France";"landuse";"cemetery";2,7575671091217;50,1225901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"merseburg";"Germany";"France";"France"
"2007 - 2013 Central Europe";"VIS NOVA";"Micro Region Development Association Tullnerfeld West";"No";"Tullnerstraße 16";"3541";"Michelhausen";"Austria";"http://www.central2013.eu/";"";"";"AT Austria / ÖSTERREICH";"AT1  / OSTÖSTERREICH";"AT12  / Niederösterreich";"AT126  / Wiener Umland/Nordteil";"3541, Michelhausen, Austria";"3541";"Michelhausen, Austria";"207011174";"W";"Calle Juan de Austria";NA;NA;"35118 ARINAGA";"Agüimes";"Canary Islands";"Spain";"highway";"residential";-15,3954355;27,8585611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"michelhausen";"Austria";"Spain";"Spain"
"2007 - 2013 Central Europe";"VIS NOVA";"Economic Development Corporation of the Northern Saxony district";"No";"Richard-Wagner-Straße 7a";"4509";"Delitzsch";"Germany";"http://www.central2013.eu/";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED5  / Leipzig";"DED53  / Nordsachsen";"4509, Delitzsch, Germany";"4509";"Delitzsch, Germany";"19057781";"W";"Germany Lane";NA;NA;"45001";"Addyston";"Ohio";"United States of America";"highway";"residential";-84,715076;39,1391734;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"delitzsch";"Germany";"United States of America";"United States of America"
"2007 - 2013 Central Europe";"ReNewTown";"The C.K. Norwid Culture Centre";"No";"Os. Górali 5";"31-959";"Cracow";"Poland";"http://www.central2013.eu/";"";"";"PL Poland / POLSKA";"PL2  / REGION POŁUDNIOWY";"PL21  / Małopolskie";"PL213  / Miasto Kraków";"31-959, Cracow, Poland";"31-959";"Cracow, Poland";"378271657";"W";NA;"31";"Laufenberg";"9545";"Radenthein";"Carinthia";"Austria";"building";"yes";13,6761983924192;46,8161558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"cracow";"Poland";"Austria";"Austria"
"2007 - 2013 Central Europe";"THETRIS";"Centre for Technology Structure Development";"No";"Industriestraße A 11";"1612";"Glaubitz";"Germany";"http://www.central2013.eu/";"";"";"DE Germany / DEUTSCHLAND";"DED  / SACHSEN";"DED2  / Dresden";"DED2E  / Meißen";"1612, Glaubitz, Germany";"1612";"Glaubitz, Germany";"19335102";"W";"Germantown Drive";NA;NA;"16125";"Greenville";"Pennsylvania";"United States of America";"highway";"residential";-80,3769058;41,4000848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"glaubitz";"Germany";"United States of America";"United States of America"
"2007 - 2013 Central Europe";"DANUBENERGY";"Poznan University of Life Sciences";"No";"Wojska Polskiego 28";"60-637";"Poznan";"Poland";"http://www.central2013.eu/";"";"";"PL Poland / POLSKA";"PL4  / REGION PÓŁNOCNO-ZACHODNI";"PL41  / Wielkopolskie";"PL415  / Miasto Poznań";"60-637, Poznan, Poland";"60-637";"Poznan, Poland";"609715793";"W";"Strada Provinciale 60 Montonese";NA;NA;"63845";"Ponzano di Fermo";"Marche";"Italy";"highway";"tertiary";13,630113;43,1304017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"poznan";"Poland";"Italy";"Italy"
"2007 - 2013 Alpine Space";"MANFRED";"Stand Montafon - Forstfonds";"No";"Montafonerstrasse 21";"A-6780";"Schruns";"Austria";"http://www.alpine-space.org/2007-2013/";"";"";"AT Austria / ÖSTERREICH";"AT3  / WESTÖSTERREICH";"AT34  / Vorarlberg";"AT341  / Bludenz-Bregenzer Wald";"A-6780, Schruns, Austria";"A-6780";"Schruns, Austria";"80501912";"W";"Via Austria";NA;NA;"67100";"L'Aquila";"Abruzzo";"Italy";"highway";"residential";13,3631746;42,3701027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"schruns";"Austria";"Italy";"Italy"
